ranking_date,rank,player,points
20220411,1752,209509,1
20220411,1752,209342,1
20220411,1752,208541,1
20220411,1752,200446,1
20220411,1752,200105,1
20220411,1752,210401,1
20220411,1752,210293,1
20220411,1752,210226,1
20220411,1752,131500,1
20220411,1752,134383,1
20220411,1752,209100,1
20220411,1752,200365,1
20220411,1752,210387,1
20220411,1752,206418,1
20220411,1752,210331,1
20220411,1752,110539,1
20220411,1752,136904,1
20220411,1752,209171,1
20220411,1752,121004,1
20220411,1752,209061,1
20220411,1752,110708,1
20220411,1752,134085,1
20220411,1752,207178,1
20220411,1752,210421,1
20220411,1752,131990,1
20220411,1752,209225,1
20220411,1752,210437,1
20220411,1752,133925,1
20220411,1752,200166,1
20220411,1752,209167,1
20220411,1752,126971,1
20220411,1752,210342,1
20220411,1752,210448,1
20220411,1752,104070,1
20220411,1752,200059,1
20220411,1752,206888,1
20220411,1752,210505,1
20220411,1752,105440,1
20220411,1752,111504,1
20220411,1851,210101,1
20220411,1851,202311,1
20220411,1851,205969,1
20220411,1851,210334,1
20220411,1851,208026,1
20220411,1851,122027,1
20220411,1851,209119,1
20220411,1851,132331,1
20220411,1851,210236,1
20220411,1851,200614,1
20220411,1851,104847,1
20220411,1851,202239,1
20220411,1851,209059,1
20220411,1851,208227,1
20220411,1851,210498,1
20220411,1851,124147,1
20220411,1851,209241,1
20220411,1851,208187,1
20220411,1851,207771,1
20220411,1851,144822,1
20220411,1851,210444,1
20220411,1851,209283,1
20220411,1851,144834,1
20220411,1851,126429,1
20220411,1851,117359,1
20220411,1851,209176,1
20220411,1851,106406,1
20220411,1851,200581,1
20220411,1851,208015,1
20220411,1851,209110,1
20220411,1851,210338,1
20220411,1851,207684,1
20220411,1851,207677,1
20220411,1851,209360,1
20220411,1851,208603,1
20220411,1851,208857,1
20220411,1851,208432,1
20220411,1851,209163,1
20220411,1851,210456,1
20220411,1851,207234,1
20220411,1851,119951,1
20220411,1851,210332,1
20220411,1851,127195,1
20220411,1851,105566,1
20220411,1851,210296,1
20220411,1851,207418,1
20220411,1851,210112,1
20220411,1851,207794,1
